Measurement Name :,run_3_dark_7_12_23-1173,,Generated On :,"12/07/2023, 13:55:28",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0009001173      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 050
Ref LED current   : 050
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
12.07.23 13:48:18,11.05,258.26,295.46,250.78,332.58,186.52,244.52,258.26,223.36,215.79,185.8,155.42,181.44,134.61,261.04,103.33,241.41,158.23,175.31,260.24,256.29,201.96,242.57,273.03,272.63,,23,969,35,23.11,
12.07.23 13:48:33,11.3,259.06,296.7,251.56,331.29,186.52,244.52,258.26,224.5,216.54,186.52,155.42,181.44,134.61,261.83,103.33,242.19,158.93,176.03,260.64,255.89,202.7,242.96,274.24,273.44,,23,969,35,23.11,
12.07.23 13:48:48,11.55,258.66,295.87,251.17,331.29,186.16,244.91,257.87,223.74,216.16,187.25,155.07,181.44,134.27,262.23,103.66,242.57,158.58,176.03,260.64,257.47,202.7,243.35,274.24,273.03,,23,969,35,23.09,
12.07.23 13:49:03,11.8,259.85,297.53,252.35,332.15,186.89,244.91,259.45,224.12,216.54,187.62,155.42,182.89,135.64,262.63,104.32,243.35,158.93,176.39,261.44,257.87,203.07,244.13,275.45,274.24,,23,969,35,23.09,
12.07.23 13:49:18,12.05,260.24,298.36,251.95,332.15,186.89,245.69,260.24,224.12,217.29,188.35,154.36,182.53,135.64,263.42,103.99,242.57,159.29,176.39,261.04,257.47,203.07,244.13,275.45,274.64,,23,969,35,23.09,
12.07.23 13:49:33,12.3,260.24,298.36,251.95,331.72,186.89,245.69,259.85,224.88,216.92,187.98,154.36,182.53,135.29,263.42,103.66,244.13,158.93,177.11,261.83,258.26,203.07,244.13,275.45,273.84,,23,969,35,23.09,
12.07.23 13:49:48,12.55,260.24,298.77,253.13,331.72,186.89,246.47,259.45,225.26,217.67,188.35,154.71,183.98,135.64,264.22,103.66,243.74,159.64,177.11,261.04,258.66,203.07,244.91,275.86,274.24,,23,969,35,23.08,
12.07.23 13:50:03,12.8,260.24,298.36,253.13,331.29,187.25,246.08,259.85,224.88,217.67,188.35,154.71,183.62,135.29,263.42,103.99,243.35,158.93,176.75,261.44,258.66,203.07,244.52,276.26,274.64,,23,969,35,23.09,
12.07.23 13:50:18,13.05,260.64,299.19,253.13,331.29,187.25,246.08,261.04,225.64,217.67,187.98,154.36,183.98,135.64,264.22,103,243.74,159.29,176.75,261.44,259.45,203.81,244.91,275.86,274.24,,23,969,35,23.09,
12.07.23 13:50:33,13.3,261.04,299.6,253.92,331.29,187.62,246.47,261.04,224.5,218.05,188.71,154.36,183.98,135.98,263.82,103.33,244.91,158.93,177.11,261.83,259.45,203.07,244.91,276.66,275.05,,23,969,35,23.08,
12.07.23 13:50:48,13.55,261.04,299.19,253.53,331.29,187.98,246.47,260.64,223.74,217.67,188.71,154.71,183.98,135.98,264.62,103,243.74,158.58,177.11,261.44,259.45,203.44,244.52,276.66,275.45,,23,969,35,23.08,
12.07.23 13:51:03,13.8,261.44,300.02,253.53,332.58,187.62,246.86,261.04,223.74,217.67,189.08,154.36,184.34,135.29,264.62,103.66,244.13,158.93,177.83,262.23,260.24,203.07,245.3,277.07,275.45,,23,969,35,23.06,
12.07.23 13:51:18,14.05,261.04,299.19,253.53,331.72,187.62,246.86,261.04,223.74,217.67,189.44,154.01,183.98,135.98,263.82,103.66,244.13,158.23,177.83,261.04,259.85,203.44,245.3,277.07,276.26,,23,969,35,23.06,
12.07.23 13:51:33,14.3,260.64,299.6,253.13,331.72,187.62,246.47,261.04,225.26,216.92,188.71,154.01,184.7,135.64,264.62,103.99,243.74,158.58,177.83,261.44,259.45,203.81,245.69,277.07,275.45,,23,969,35,23.06,
12.07.23 13:51:48,14.55,261.44,300.02,254.31,332.58,188.35,246.86,261.04,224.12,217.29,189.81,153.66,185.07,135.64,264.22,103.99,243.74,159.29,178.19,262.23,260.24,203.81,246.47,277.47,275.45,,23,969,35,23.06,
12.07.23 13:52:03,14.8,261.44,299.6,254.71,331.72,187.98,247.64,261.83,224.88,216.16,189.44,153.66,184.7,135.64,264.22,104.32,244.52,158.23,178.55,262.63,261.04,204.56,245.69,276.66,275.86,,23,969,35,23.06,
12.07.23 13:52:18,15.05,261.04,299.6,254.71,332.15,187.62,246.86,261.44,223.74,216.54,189.08,153.31,184.7,135.29,265.02,103.66,243.74,157.88,178.55,261.83,260.24,204.18,245.3,275.86,275.45,,23,969,35,23.06,
12.07.23 13:52:33,15.3,262.23,299.19,255.1,333.01,187.98,247.64,262.23,224.5,217.29,189.81,154.01,185.8,135.29,265.02,103.66,243.74,158.93,179.27,262.23,260.64,204.56,246.47,277.47,276.66,,23,969,35,23.06,
12.07.23 13:52:48,15.55,262.23,299.6,255.5,333.01,188.71,247.64,263.03,225.26,217.29,189.81,153.66,186.16,135.29,264.62,103.99,243.74,158.58,178.91,261.44,261.04,204.93,246.47,277.47,277.07,,23,969,35,23.08,
12.07.23 13:53:03,15.8,262.23,299.6,254.31,333.45,187.98,247.25,261.83,224.5,216.92,189.81,153.31,185.8,134.27,264.62,103.33,244.13,158.23,178.91,261.83,261.44,204.93,246.08,276.66,276.66,,23,969,35,23.06,
12.07.23 13:53:18,16.05,262.23,299.6,255.5,332.58,188.71,247.64,262.63,224.88,217.67,189.81,153.31,185.43,134.95,265.42,103.66,244.13,158.23,179.27,261.83,261.04,205.3,246.08,278.28,277.07,,23,969,35,23.04,
12.07.23 13:53:33,16.3,262.63,299.19,255.5,333.45,188.71,248.42,263.42,225.64,217.67,190.54,152.96,186.16,134.95,266.22,104.32,244.91,157.88,180.36,262.23,261.83,205.67,246.08,277.47,277.88,,23,969,35,23.06,
12.07.23 13:53:48,16.55,262.23,300.02,254.31,332.15,188.71,247.64,262.23,224.88,216.92,189.08,152.61,186.52,134.61,265.42,103.66,245.3,158.23,179.63,262.23,262.23,205.3,246.47,277.47,277.07,,23,969,35,23.08,
12.07.23 13:54:03,16.8,262.23,299.19,254.71,332.58,187.62,247.25,263.42,224.5,216.92,189.44,152.61,185.8,134.27,265.42,103.33,244.13,158.23,178.91,261.83,261.04,205.3,246.47,277.47,276.66,,23,969,35,23.06,
12.07.23 13:54:18,17.05,262.63,300.43,255.1,332.58,188.35,248.03,263.03,224.5,215.79,190.17,152.61,185.8,134.27,265.82,103.66,245.3,158.93,179.99,262.23,261.83,206.04,246.08,277.47,277.88,,23,969,35,23.08,
12.07.23 13:54:33,17.3,262.23,300.43,255.1,331.72,188.71,248.42,263.03,224.12,215.79,189.81,152.61,186.52,134.27,265.42,103.99,244.91,157.88,179.27,261.83,262.63,205.67,246.08,277.88,277.47,,23,969,35,23.08,
12.07.23 13:54:48,17.55,261.83,299.6,254.31,333.01,187.98,247.25,263.03,224.12,215.41,188.71,151.91,185.8,133.92,265.42,103,244.52,157.53,179.63,261.04,261.44,205.67,245.69,277.88,277.07,,23,969,35,23.06,
